id	description	description_en	description_zh-CN	description_zh-TW	popup_text	popup_text_en	popup_text_zh-CN	popup_text_zh-TW
71203003	与える回復量DOWN(3回)を付与	与える回復量DOWN(3回)を付与	与える回復量DOWN(3回)を付与	与える回復量DOWN(3回)を付与				
71203004	タイムライン上のパネルに火傷パネルを3つ分生成する	タイムライン上のパネルに火傷パネルを3つ分生成する	タイムライン上のパネルに火傷パネルを3つ分生成する	タイムライン上のパネルに火傷パネルを3つ分生成する				
71203005	スキル対象に素早さDOWN(3回)を付与	スキル対象に素早さDOWN(3回)を付与	スキル対象に素早さDOWN(3回)を付与	スキル対象に素早さDOWN(3回)を付与				
71203006	暗闇を付与	暗闇を付与	暗闇を付与	暗闇を付与				
71203007	与ダメージDOWN(3回)を付与	与ダメージDOWN(3回)を付与	与ダメージDOWN(3回)を付与	与ダメージDOWN(3回)を付与				
71203008	クリティカル率DOWN(2回)を付与	クリティカル率DOWN(2回)を付与	クリティカル率DOWN(2回)を付与	クリティカル率DOWN(2回)を付与				
71204001	攻撃後、対象にスタン(1回)を付与	攻撃後、対象にスタン(1回)を付与	攻撃後、対象にスタン(1回)を付与	攻撃後、対象にスタン(1回)を付与				
71204002	対象後、対象の手番を遅らせる	対象後、対象の手番を遅らせる	対象後、対象の手番を遅らせる	対象後、対象の手番を遅らせる				
71204003	自身のHPが70％以上の時、行動前に自身に与ダメージUP(1回)付与	自身のHPが70％以上の時、行動前に自身に与ダメージUP(1回)付与	自身のHPが70％以上の時、行動前に自身に与ダメージUP(1回)付与	自身のHPが70％以上の時、行動前に自身に与ダメージUP(1回)付与				
71204004	自身に素早さUP(3回)を付与	自身に素早さUP(3回)を付与	自身に素早さUP(3回)を付与	自身に素早さUP(3回)を付与				
71204005	自身に被ダメージDOWN(3回)を付与	自身に被ダメージDOWN(3回)を付与	自身に被ダメージDOWN(3回)を付与	自身に被ダメージDOWN(3回)を付与				
71205001	対象にスタン(1回)を付与	対象にスタン(1回)を付与	対象にスタン(1回)を付与	対象にスタン(1回)を付与				
71205002	対象の手番を遅らせる	対象の手番を遅らせる	対象の手番を遅らせる	対象の手番を遅らせる				
71205003	自身に被ダメージDOWN(3回)を付与	自身に被ダメージDOWN(3回)を付与	自身に被ダメージDOWN(3回)を付与	自身に被ダメージDOWN(3回)を付与				
71205004	スキル対象に与ダメージDOWN(3回)を付与	スキル対象に与ダメージDOWN(3回)を付与	スキル対象に与ダメージDOWN(3回)を付与	スキル対象に与ダメージDOWN(3回)を付与				
71205005	自身のHPが80％以上の時、行動前に自身に与ダメージUP(1回)付与	自身のHPが80％以上の時、行動前に自身に与ダメージUP(1回)付与	自身のHPが80％以上の時、行動前に自身に与ダメージUP(1回)付与	自身のHPが80％以上の時、行動前に自身に与ダメージUP(1回)付与				
71205006	自身のHPを回復	自身のHPを回復	自身のHPを回復	自身のHPを回復				
71205007	自身に素早さUP(3回)を付与	自身に素早さUP(3回)を付与	自身に素早さUP(3回)を付与	自身に素早さUP(3回)を付与				
71206001	敵対象に、受ける強化効果量DOWN(2回)を付与							
71206002	自身に、受けるマイナス効果量DOWN(3回)を付与							
71212001	相手対象にアイテムゲージ回復量DOWN(2回)を付与							
71212002	自身にクリティカル率UP(上限100%)を付与							
71212003	自身に素早さUP(上限100%)を付与							
71212004	クリティカル率UP(上限100%)が付与されている時、自身にクリティカル率UP(上限100%)を付与							
71212005	素早さUP(上限100%)が付与されている時、自身に素早さUP(上限100%)を付与							
71212006	自身にクリティカルダメージUP(1回)を付与							
71212007	与えるマイナス効果量が{value}%減少							
71212008	弱体パネルを獲得した時、自身の与ダメージDOWN(弱体パネル効果用)のターン延長							
71212009	氷・風属性以外の相手対象に、与えるマイナス効果量DOWN(2回)を付与							
71212010	相手対象に条件付きマイナス効果回数増加(2回)を付与							
71212011	相手対象のBS以外のパネルを弱体+パネルへ変更							
71212012	氷・風属性以外の相手対象に、プラス効果無効(2回)を付与							
71214001	相手のBS以外のパネルを弱体パネルへ変更							
71214002	相手対象に魔法被ダメージUP(2回)を付与							
71218036	対象に確率20%でスタンを付与							
71222001	自身に被ダメージDOWN付与(3回)							
71222002	スキル対象に魔攻DOWN付与(2回)							
71222003	スキル対象に与ダメージDOWN付与(3回)							
71222004	スキル対象に被ダメージUP付与(3回)							
71222005	スキル対象に素早さUP付与(3回)							
71222006	スキル対象に与ダメージUP付与(3回)							
71225001	自身にカウンター与ダメージUP(永続)を付与							
71225002	対象のBS以外のパネルを弱化パネルに変更							
71225003	自身に全属性耐性UP(2回)を付与							
71225004	カウンター攻撃時、与ダメージ上昇							
71226001	自身に回避(永続/上限30%)を付与							
72000901	[自身/常時/ダメージバフ]	[Self/Constant/Damage Buff]	[自身/常态/伤害增益]	[自身/時常/傷害增益]				
72000902	クリティカル攻撃時、クリティカルダメージ+{0}%	On critical attack, boosts critical damage by {0}%.	暴击时暴击伤害+{0}%。	重擊攻擊時重擊傷害+{0}%。				
72000903	WEAK攻撃時、ブレイクダメージ+10%	Boosts stun damage by 10% when attacking a weakness.	发动WEAK攻击时，破防伤害+10%。	WEAK攻擊時，破防傷害+10%。				
72000904	[自身/常時/毒耐性上昇]	[Self/Constant/Poison Resistance Up]	[自身/常态/中毒耐性提升]	[自身/時常/毒耐性上升]				
72000905	[自身/常時/麻痺耐性上昇]	[Self/Constant/Paralysis Resistance Up]	[自身/常态/麻痹耐性提升]	[自身/時常/麻痺耐性上升]				
72000906	[自身/常時/暗闇耐性上昇]	[Self/Constant/Blindness Resistance Up]	[自身/常态/盲目耐性提升]	[自身/時常/盲目耐性上升]				
72000907	[味方全体/常時/物攻上昇]	[All Allies/Constant/P. ATK Up]	[我方全体/常态/物攻提升]	[我方全體/時常/物攻上升]				
72000908	[味方全体/常時/魔攻上昇]	[All Allies/Constant/M. ATK Up]	[我方全体/常态/魔攻提升]	[我方全體/時常/魔攻上升]				
72000909	[味方全体/常時/物防上昇]	[All Allies/Constant/P. DEF Up]	[我方全体/常态/物防提升]	[我方全體/時常/物防上升]				
72000910	[味方全体/常時/魔防上昇]	[All Allies/Constant/M. DEF Up]	[我方全体/常态/魔防提升]	[我方全體/時常/魔防上升]				
72000911	スキルで撃破時、ダメージ+{0}%(上限30%)	Boosts damage by {0}% when defeating an enemy with a skill. (MAX 30%)	使用技能击败目标时，伤害+{0}%（上限30%）。	以技能擊破時，傷害+{0}%（上限30%）。				
72000912	HPが50%以上の時、受けるダメージ-10%	Reduces received damage by 10% when HP is 50% or higher.	HP不低于50%时，所受伤害-10%。	HP在50%以下時，所受傷害-10%。				
72000913	狙われやすさ+100％	Raises odds of being targeted by 100%.	易被选中度+100%。	被鎖定機率+100％。				
72000914	狙われやすさ+100％	Raises odds of being targeted by 100%.	易被选中度+100%。	被鎖定機率+100％。				
72000919								
72000920	味方全員、ブレイクダメージアップ	Boosts stun damage of all allies.	我方全体破防伤害提升。	我方全體破防傷害上升。				
72000922								
72000926								
72000927	[自身/常時/挑発耐性上昇]	[Self/Constant/Taunt Resistance Up]	[自身/常态/挑衅耐性提升]	[自身/時常/挑釁耐性上升]				
72000928	[自身/常時/眠り耐性上昇]	[Self/Constant/Sleep Resistance Up]	[自身/常态/睡眠耐性提升]	[自身/時常/睡眠耐性上升]				
72000929								
72000930								
72000931								
72000932	[自身/常時/火傷耐性上昇]	[Self/Constant/Fire Resistance Up]	[自身/常态/火伤耐性提升]	[自身/時常/燒傷耐性上升]				
72000933								
72000934								
72000936								
72000937								
72000939								
72000940								
72000942	[自身/マイナス効果解除]	[Self/Remove Negative Effects]	[自身/解除负面效果]	[自身/解除減弱效果]				
72000943	[自身/常時/状態異常耐性上昇]	[Self/Constant/Status Effect Resistance Up]	[自身/常态/异常状态耐性提升]	[自身/時常/異常狀態耐性上升]				
72000944	[自身/撃破時/クリティカル確率アップ]	[Self/On Enemy Defeat/Critical Rate Up]	[自身/击败时/暴击率提升]	[自身/擊破時/重擊率上升]				
72000945	[自身/クリティカル時/与ダメージアップ(上限30%)]	[Self/On Critical/Dealt Damage Up (MAX 30%)]	[自身/暴击时/造成伤害提升（上限30%）]	[自身/重擊時/給予傷害上升（上限30%）]				
72000946	[味方全員/常時/クリティカルダメージアップ]	[All Allies/Constant/Critical Damage Up]	[我方全体/常态/暴击伤害提升]	[我方全體/時常/重擊傷害上升]				
72000947	HP回復を受けた時、自身に「スキルダメージ+{0}%」を付与(上限120%)	Boosts own skill damage by {0}% when receiving HP recovery. (MAX 120%)	HP得到恢复时，赋予自身“技能伤害+{0}%”（上限120%）。	獲得HP回復時，賦予自身「技能傷害+{0}%」（上限120%）。				
72000948	[自身/撃破時/HP回復]	[Self/On Enemy Defeat/HP Recovery]	[自身/击败时/恢复HP]	[自身/擊破時/HP回復]				
72000949	撃破時、マイナス効果解除付与(1回)	When you defeat an enemy, remove negative effects for 1 turn.	击败时，赋予解除负面效果（1次）。	擊破時，賦予解除減弱效果（1次）。				
72000950	[自身/HP回復]	[Self/HP Recovery]	[自身/恢复HP]	[自身/HP回復]				
72000951	[味方全員/常時/被ダメージダウン]	[All Allies/Constant/Received Damage Down]	[我方全体/常态/所受伤害下降]	[我方全體/時常/所受傷害下降]				
72000952	[自身/ブレイク時/物攻アップ(上限30%)]	[Self/On Stun/P. ATK Up (MAX 30%)]	[自身/破防时/物攻提升（上限30%）]	[自身/破防時/物攻上升（上限30%）]				
72000953	[自身/受ける回復量アップ]	[Self/Received Restoration Up]	[自身/所受HP恢复量提升]	[自身/所受回復量上升]				
