id	description	description_en	description_zh-CN	description_zh-TW
80030019	・物理属性攻撃を受けると与ダメージ上昇\n・物理属性攻撃を受けると被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージ低下\n・魔法属性攻撃を受けると被ダメージ低下	- Boosts damage dealt when hit by a physical attack\n- Receives increased damage from physical attacks\n- Reduces damage dealt when hit by a magic attack\n- Reduces damage received when hit by a magic attack	·受到物理属性攻击时，造成伤害提升\n·受到物理属性攻击时，所受伤害提升\n·受到魔法属性攻击时，造成伤害下降\n·受到魔法属性攻击时，所受伤害下降	‧受到物理屬性攻擊時，給予傷害上升\n‧受到物理屬性攻擊時，所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害下降\n‧受到魔法屬性攻擊時，所受傷害下降
80030020	・物理属性攻撃を受けると与ダメージ上昇\n・物理属性攻撃を受けると被ダメージ上昇\n・魔法属性攻撃を受けると与ダメージ低下\n・魔法属性攻撃を受けると被ダメージ低下\n・カウンター	- Boosts damage dealt when hit by a physical attack\n- Receives increased damage from physical attacks\n- Reduces damage dealt when hit by a magic attack\n- Reduces damage received when hit by a magic attack\n- Counters	·受到物理属性攻击时，造成伤害提升\n·受到物理属性攻击时，所受伤害提升\n·受到魔法属性攻击时，造成伤害下降\n·受到魔法属性攻击时，所受伤害下降\n·还击	‧受到物理屬性攻擊時，給予傷害上升\n‧受到物理屬性攻擊時，所受傷害上升\n‧受到魔法屬性攻擊時，給予傷害下降\n‧受到魔法屬性攻擊時，所受傷害下降\n‧還擊
80030022	・ブレイク状態が短い\n・ウェーブ開始時、被ダメージ低下\n・物理属性攻撃を受けた時、自身に与ダメージと被ダメージ上昇を付与\n・魔法属性攻撃を受けた時、自身に与ダメージと被ダメージ低下を付与	- Shorter stun time\n- At the start of a wave, reduces damage received\n- When hit by a physical attack, boosts own damage dealt and damage received\n- When hit by a magic attack, reduces own damage dealt and damage received	·破防状态短暂\n·WAVE开始时，所受伤害下降\n·受到物理属性攻击时，赋予自身造成伤害与所受伤害提升\n·受到魔法属性攻击时，赋予自身造成伤害与所受伤害下降	‧破防狀態較短\n‧WAVE開始時，所受傷害下降\n‧受到物理屬性攻擊時，賦予自身給予傷害和所受傷害上升\n‧受到魔法屬性攻擊時，賦予自身給予傷害和所受傷害下降
80031001	・HPが非常に高い	- Very high HP	·HP极高	‧HP非常高
80031004	・一定以下のダメージを受けるたびに、被ダメージ低下\n・一定以上のダメージを受けるたびに、被ダメージ上昇	- Reduces damage received each time damage below a certain level is received\n- Boosts damage received each time damage above a certain level is received	·受到不高于一定数值的伤害时，所受伤害下降\n·受到不低于一定数值的伤害时，所受伤害提升	‧每當受到一定值以下的傷害時，所受傷害下降\n‧每當受到一定值以上的傷害時，所受傷害上升
80031006	・物理属性単体攻撃に弱い\n・魔法属性攻撃を受けた時、被ダメージ上昇	- Weak to single-target physical attacks\n- Receives increased damage from magic attacks	·不耐物理属性单体攻击\n·受到魔法属性攻击时，所受伤害提升	‧物理屬性單體攻擊抵抗力弱\n‧受到魔法屬性攻擊時，所受傷害上升
80031008	・単体攻撃の与ダメージが非常に高い	- Deals extremely high damage with single-target attacks	·单体攻击造成的伤害非常高	‧單體攻擊的給予傷害非常大
80031009	・ブレイクしづらい\n・ブレイクしていない時、被ダメージ低下\n・ブレイク後、プラス効果を解除\n・ブレイク中、被ダメージ上昇	- Difficult to stun\n- Receives reduced damage while not stunned\n- Removes positive effects after stun\n- Receives increased damage while stunned	·不容易破防\n·未破防时，所受伤害下降\n·破防后，解除正面效果\n·破防中，所受伤害提升	‧難以破防\n‧未破防時，減輕所受傷害\n‧破防後，解除加強效果\n‧破防時，所受傷害上升
80031011	・ブレイクしづらい\n・ブレイクしていない時、被ダメージ低下\n・ブレイク後、プラス効果を解除\n・ブレイク中、被ダメージ上昇	- Difficult to stun\n- Receives reduced damage while not stunned\n- Removes positive effects after stun\n- Receives increased damage while stunned	·不容易破防\n·未破防时，所受伤害下降\n·破防后，解除正面效果\n·破防中，所受伤害提升	‧難以破防\n‧未破防時，減輕所受傷害\n‧破防後，解除加強效果\n‧破防時，所受傷害上升
80031013	・ブレイクしづらい\n・ブレイクしていない時、被ダメージ低下\n・ブレイク後、プラス効果を解除\n・ブレイク中、被ダメージ上昇	- Difficult to stun\n- Receives reduced damage while not stunned\n- Removes positive effects after stun\n- Receives increased damage while stunned	·不容易破防\n·未破防时，所受伤害下降\n·破防后，解除正面效果\n·破防中，所受伤害提升	‧難以破防\n‧未破防時，減輕所受傷害\n‧破防後，解除加強效果\n‧破防時，所受傷害上升
80031015	・ブレイクしづらい\n・ブレイクしていない時、被ダメージ低下\n・ブレイク後、プラス効果を解除\n・ブレイク中、被ダメージ上昇	- Difficult to stun\n- Receives reduced damage while not stunned\n- Removes positive effects after stun\n- Receives increased damage while stunned	·不容易破防\n·未破防时，所受伤害下降\n·破防后，解除正面效果\n·破防中，所受伤害提升	‧難以破防\n‧未破防時，減輕所受傷害\n‧破防後，解除加強效果\n‧破防時，所受傷害上升
80031017	・ブレイクしづらい\n・ブレイクしていない時、被ダメージ低下\n・ブレイク後、プラス効果を解除\n・ブレイク中、被ダメージ上昇	- Difficult to stun\n- Receives reduced damage while not stunned\n- Removes positive effects after stun\n- Receives increased damage while stunned	·不容易破防\n·未破防时，所受伤害下降\n·破防后，解除正面效果\n·破防中，所受伤害提升	‧難以破防\n‧未破防時，減輕所受傷害\n‧破防後，解除加強效果\n‧破防時，所受傷害上升
80031019	・ブレイクしづらい\n・ブレイクしていない時、被ダメージ低下\n・ブレイク後、プラス効果を解除\n・ブレイク中、被ダメージ上昇	- Difficult to stun\n- Receives reduced damage while not stunned\n- Removes positive effects after stun\n- Receives increased damage while stunned	·不容易破防\n·未破防时，所受伤害下降\n·破防后，解除正面效果\n·破防中，所受伤害提升	‧難以破防\n‧未破防時，減輕所受傷害\n‧破防後，解除加強效果\n‧破防時，所受傷害上升
80031021	・ブレイクしづらい\n・ブレイクしていない時、被ダメージ低下\n・ブレイク後、プラス効果を解除\n・ブレイク中、被ダメージ上昇	- Difficult to stun\n- Receives reduced damage while not stunned\n- Removes positive effects after stun\n- Receives increased damage while stunned	·不容易破防\n·未破防时，所受伤害下降\n·破防后，解除正面效果\n·破防中，所受伤害提升	‧難以破防\n‧未破防時，減輕所受傷害\n‧破防後，解除加強效果\n‧破防時，所受傷害上升
80031023	・HPが非常に高い	- Very high HP	·HP极高	‧HP非常高
80035001	・ブレイク時、敵全体に再生を付与\n・HP50%以下の時、攻撃を受けた時、与ダメージ上昇を付与	- When stunned, grants Regen to all enemies\n- When hit by an attack while HP is 50% or lower, boosts damage dealt	·破防时，赋予敌方全体再生\n·HP不高于50%时，受到攻击时，赋予造成伤害提升	‧破防時，賦予敵方全體再生\n‧HP在50%以下且受到攻擊時，賦予給予傷害上升
80035029	・自身に魔法攻撃反射を付与\n・トクダイキノコ生存時、被ダメージが大幅に減少\n・自身が魔法攻撃反射状態でない場合、攻撃を受けた後、強制ブレイク\n・自身がブレイク時、相手全員の状態異常を解除\n・仲間のターンを早める	- Grants self Magic Attack Reflect\n- Significantly reduces damage received while an Extra Large Mushroom is alive\n- If not granted Magic Attack Reflect, force stuns self after being hit by an attack\n- When stunned, remove all opponents' status effects\n- Advances allies' turns	·赋予自身魔法攻击反弹\n·特大蘑菇存活时，所受伤害大幅下降\n·自身不处于魔法攻击反弹状态时，受到攻击后强制破防\n·自身破防时，解除对方全员的异常状态\n·加快友方回合	‧賦予自身魔法攻擊反射\n‧特大菌菇生存時，所受傷害大幅減少\n‧自身非處於魔法攻擊反射狀態時，受到攻擊後強制破防\n‧自身破防時，解除全體對象的異常狀態\n‧加快夥伴的行動回合
80035030	・自身に魔法攻撃反射を付与\n・トクダイキノコ生存時、被ダメージが大幅に減少\n・自身が魔法攻撃反射状態でない場合、攻撃を受けた後、強制ブレイク\n・自身がブレイク時、相手全員の状態異常を解除\n・仲間のターンを早める	- Grants self Magic Attack Reflect\n- Significantly reduces damage received while an Extra Large Mushroom is alive\n- If not granted Magic Attack Reflect, force stuns self after being hit by an attack\n- When stunned, remove all opponents' status effects\n- Advances allies' turns	·赋予自身魔法攻击反弹\n·特大蘑菇存活时，所受伤害大幅下降\n·自身不处于魔法攻击反弹状态时，受到攻击后强制破防\n·自身破防时，解除对方全员的异常状态\n·加快友方回合	‧賦予自身魔法攻擊反射\n‧特大菌菇生存時，所受傷害大幅減少\n‧自身非處於魔法攻擊反射狀態時，受到攻擊後強制破防\n‧自身破防時，解除全體對象的異常狀態\n‧加快夥伴的行動回合
80035032	・自身に魔法攻撃反射を付与\n・トクダイキノコ生存時、被ダメージが大幅に減少\n・自身が魔法攻撃反射状態でない場合、攻撃を受けた後、強制ブレイク\n・自身がブレイク時、相手全員の状態異常を解除\n・仲間のターンを早める	- Grants self Magic Attack Reflect\n- Significantly reduces damage received while an Extra Large Mushroom is alive\n- If not granted Magic Attack Reflect, force stuns self after being hit by an attack\n- When stunned, remove all opponents' status effects\n- Advances allies' turns	·赋予自身魔法攻击反弹\n·特大蘑菇存活时，所受伤害大幅下降\n·自身不处于魔法攻击反弹状态时，受到攻击后强制破防\n·自身破防时，解除对方全员的异常状态\n·加快友方回合	‧賦予自身魔法攻擊反射\n‧特大菌菇生存時，所受傷害大幅減少\n‧自身非處於魔法攻擊反射狀態時，受到攻擊後強制破防\n‧自身破防時，解除全體對象的異常狀態\n‧加快夥伴的行動回合
