id	name	name_en	name_zh-CN	name_zh-TW	description	description_en	description_zh-CN	description_zh-TW
598	一意専心の巨大鉛筆	Giant Pencil of Dedication	一心一意巨大铅笔	一心一意的巨大鉛筆	一意専心の学ランと一意専心の消しゴムを装備している時、WAVE開始時、自身に「ブレイクダメージ+{0}%」を1回行動終了するまで付与	While Uniform of Dedication and Eraser of Dedication are equipped, at the start of a wave, boosts own stun damage by {0}% for 1 turn.	装备一心一意立领校服和一心一意橡皮时，WAVE开始时，赋予自身“破防伤害+{0}%”，1次行动结束后失效。	裝備一心一意的立領制服與一心一意的橡皮擦時，WAVE開始時，賦予自身「破防傷害+{0}%」，直到行動結束1次為止。
599	一意専心の巨大鉛筆	Giant Pencil of Dedication	一心一意巨大铅笔	一心一意的巨大鉛筆	一意専心の学ランと一意専心の消しゴムを装備している時、WAVE開始時、自身に「ブレイクダメージ+{0}%」を1回行動終了するまで付与	While Uniform of Dedication and Eraser of Dedication are equipped, at the start of a wave, boosts own stun damage by {0}% for 1 turn.	装备一心一意立领校服和一心一意橡皮时，WAVE开始时，赋予自身“破防伤害+{0}%”，1次行动结束后失效。	裝備一心一意的立領制服與一心一意的橡皮擦時，WAVE開始時，賦予自身「破防傷害+{0}%」，直到行動結束1次為止。
600	一意専心の学ラン	Uniform of Dedication	一心一意立领校服	一心一意的立領制服	追加効果なし	No additional effects.	无额外效果。	無追加效果。
601	一意専心の学ラン	Uniform of Dedication	一心一意立领校服	一心一意的立領制服	追加効果なし	No additional effects.	无额外效果。	無追加效果。
602	一意専心の消しゴム	Eraser of Dedication	一心一意橡皮	一心一意的橡皮擦	追加効果なし	No additional effects.	无额外效果。	無追加效果。
603	一意専心の消しゴム	Eraser of Dedication	一心一意橡皮	一心一意的橡皮擦	追加効果なし	No additional effects.	无额外效果。	無追加效果。
604	委員長の杖	Class President's Cane	班长的手杖	班長的手杖	自身がサポーターの時、スキル発動後、タイムラインに並んでいる次の味方に「バーストスキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter, after using a skill, boosts burst skill damage of the next ally in turn order by {0}% for 1 turn.	自身为支援者时，发动技能后，赋予时间条上的下一名我方“爆发技能伤害+{0}%”，1次行动结束后失效。	自身為支援者時，發動技能後，賦予時間條上的下一位我方隊友「爆發技能傷害+{0}%」，直到行動結束1次為止。
605	委員長の杖	Class President's Cane	班长的手杖	班長的手杖	自身がサポーターの時、スキル発動後、タイムラインに並んでいる次の味方に「バーストスキルダメージ+{0}%」を1回行動終了するまで付与	While equipped to a Supporter, after using a skill, boosts burst skill damage of the next ally in turn order by {0}% for 1 turn.	自身为支援者时，发动技能后，赋予时间条上的下一名我方“爆发技能伤害+{0}%”，1次行动结束后失效。	自身為支援者時，發動技能後，賦予時間條上的下一位我方隊友「爆發技能傷害+{0}%」，直到行動結束1次為止。
606	委員長の制服	Class President's Uniform	班长的校服	班長的制服	得意属性が打属性かつサポーターの時、味方全員の強化系パネルから受ける効果量+{0}%	While equipped to a Supporter with Strike affinity, boosts the potency of all allies' effects received from boost-type panels by {0}%.	自身属性为打击属性且身为支援者时，我方全体所受强化类面板效果量+{0}%。	自身屬性為打屬性並為支援者時，我方全體來自強化系面板的效果量+{0}%。
607	委員長の制服	Class President's Uniform	班长的校服	班長的制服	得意属性が打属性かつサポーターの時、味方全員の強化系パネルから受ける効果量+{0}%	While equipped to a Supporter with Strike affinity, boosts the potency of all allies' effects received from boost-type panels by {0}%.	自身属性为打击属性且身为支援者时，我方全体所受强化类面板效果量+{0}%。	自身屬性為打屬性並為支援者時，我方全體來自強化系面板的效果量+{0}%。
608	委員長のリボン	Class President's Ribbon	班长的蝴蝶结	班長的緞帶	得意属性が打属性かつサポーターの時、味方全員の物攻+{0}%	While equipped to a Supporter with Strike affinity, boosts all allies' P. ATK by {0}%.	自身属性为打击属性且身为支援者时，我方全体物攻+{0}%。	自身屬性為打屬性並為支援者時，我方全體物攻+{0}%。
609	委員長のリボン	Class President's Ribbon	班长的蝴蝶结	班長的緞帶	得意属性が打属性かつサポーターの時、味方全員の物攻+{0}%	While equipped to a Supporter with Strike affinity, boosts all allies' P. ATK by {0}%.	自身属性为打击属性且身为支援者时，我方全体物攻+{0}%。	自身屬性為打屬性並為支援者時，我方全體物攻+{0}%。
610	高嶺の剣	Lofty Longsword	高岭之剑	高峰之劍	得意属性が風属性かつWEAK攻撃時、スキルダメージ+{0}%	Boosts skill damage by {0}% when attacking a target's Air weakness.	自身属性为风属性且发动WEAK攻击时，技能伤害+{0}%。	自身屬性為風屬性並WEAK攻擊時，技能傷害+{0}%。
611	高嶺の剣	Lofty Longsword	高岭之剑	高峰之劍	得意属性が風属性かつWEAK攻撃時、スキルダメージ+{0}%	Boosts skill damage by {0}% when attacking a target's Air weakness.	自身属性为风属性且发动WEAK攻击时，技能伤害+{0}%。	自身屬性為風屬性並WEAK攻擊時，技能傷害+{0}%。
612	高嶺の制服	Lofty Uniform	高岭校服	高峰的制服	得意属性が風属性の時、HP回復を受けた時、自身に「魔攻+{0}%」を1回行動終了するまで付与(重複不可)	While equipped to a character with Air affinity, boosts own M. ATK by {0}% for 1 turn when receiving HP recovery. (Cannot be stacked)	自身属性为风属性时，受到HP恢复时，赋予自身“魔攻+{0}%”，1次行动后失效（不可叠加）。	自身屬性為風屬性並受到HP回復時，賦予自身「魔攻+{0}%」，直到行動結束1次為止（不可重複）。
613	高嶺の制服	Lofty Uniform	高岭校服	高峰的制服	得意属性が風属性の時、HP回復を受けた時、自身に「魔攻+{0}%」を1回行動終了するまで付与(重複不可)	While equipped to a character with Air affinity, boosts own M. ATK by {0}% for 1 turn when receiving HP recovery. (Cannot be stacked)	自身属性为风属性时，受到HP恢复时，赋予自身“魔攻+{0}%”，1次行动后失效（不可叠加）。	自身屬性為風屬性並受到HP回復時，賦予自身「魔攻+{0}%」，直到行動結束1次為止（不可重複）。
614	高嶺の手鏡	Lofty Pocket Mirror	高岭手镜	高峰的手鏡	得意属性が風属性かつアタッカーの時、パネル獲得時、スキルダメージ+{0}%(上限35%)	While equipped to an Attacker with Air affinity, boosts skill damage by {0}% when using panels. (MAX 35%)	自身属性为风属性且身为攻击者时，获得面板时，技能伤害+{0}%（上限35%）。	自身屬性為風屬性並為攻擊者時，獲得面板時，技能傷害+{0}%（上限35%）。
615	高嶺の手鏡	Lofty Pocket Mirror	高岭手镜	高峰的手鏡	得意属性が風属性かつアタッカーの時、パネル獲得時、スキルダメージ+{0}%(上限25%)	While equipped to an Attacker with Air affinity, boosts skill damage by {0}% when using panels. (MAX 25%)	自身属性为风属性且身为攻击者时，获得面板时，技能伤害+{0}%（上限25%）。	自身屬性為風屬性並為攻擊者時，獲得面板時，技能傷害+{0}%（上限25%）。
616	清廉潔白の箒	Immaculate Broom	清廉洁白扫帚	正直清廉的掃把	清廉潔白のワイシャツと清廉潔白の雑巾を装備している時、バーストパネル獲得時、バーストスキルダメージ+{0}%(上限75%)	While Immaculate Dress Shirt and Immaculate Cloth are equipped, boosts burst skill damage by {0}% when using burst panels. (MAX 75%)	装备清廉洁白白衬衫与清廉洁白抹布时，获得爆发面板时，爆发技能伤害+{0}%（上限75%）。	裝備正直清廉的白襯衫與正直清廉的抹布時，獲得爆發面板時，爆發技能傷害+{0}%（上限75%）。
617	清廉潔白の箒	Immaculate Broom	清廉洁白扫帚	正直清廉的掃把	清廉潔白のワイシャツと清廉潔白の雑巾を装備している時、バーストパネル獲得時、バーストスキルダメージ+{0}%(上限50%)	While Immaculate Dress Shirt and Immaculate Cloth are equipped, boosts burst skill damage by {0}% when using burst panels. (MAX 50%)	装备清廉洁白白衬衫与清廉洁白抹布时，获得爆发面板时，爆发技能伤害+{0}%（上限50%）。	裝備正直清廉的白襯衫與正直清廉的抹布時，獲得爆發面板時，爆發技能傷害+{0}%（上限50%）。
618	清廉潔白のワイシャツ	Immaculate Dress Shirt	清廉洁白白衬衫	正直清廉的白襯衫	追加効果なし	No additional effects.	无额外效果。	無追加效果。
619	清廉潔白のワイシャツ	Immaculate Dress Shirt	清廉洁白白衬衫	正直清廉的白襯衫	追加効果なし	No additional effects.	无额外效果。	無追加效果。
620	清廉潔白の雑巾	Immaculate Cloth	清廉洁白抹布	正直清廉的抹布	追加効果なし	No additional effects.	无额外效果。	無追加效果。
621	清廉潔白の雑巾	Immaculate Cloth	清廉洁白抹布	正直清廉的抹布	追加効果なし	No additional effects.	无额外效果。	無追加效果。
622	温もりの笛	Flute of Warmth	温暖之笛	溫暖的笛子	得意属性が雷属性かつサポーターの時、与えるマイナス効果量+{0}%	While equipped to a Supporter with Bolt affinity, boosts potency of inflicted negative effects by {0}%.	自身属性为雷属性且身为支援者时，给予的负面效果量+{0}%。	自身屬性為雷屬性並為支援者時，賦予減弱效果量+{0}%。
623	温もりの笛	Flute of Warmth	温暖之笛	溫暖的笛子	得意属性が雷属性かつサポーターの時、与えるマイナス効果量+{0}%	While equipped to a Supporter with Bolt affinity, boosts potency of inflicted negative effects by {0}%.	自身属性为雷属性且身为支援者时，给予的负面效果量+{0}%。	自身屬性為雷屬性並為支援者時，賦予減弱效果量+{0}%。
624	温もりの浴衣	Yukata of Warmth	温暖浴衣	溫暖的浴衣	自身がサポーターの時、味方全員の魔法攻撃スキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' magic attack skill damage by {0}%.	自身为支援者时，我方全体的魔法攻击技能伤害+{0}%。	自身為支援者時，我方全體的魔法攻擊技能傷害+{0}%。
625	温もりの浴衣	Yukata of Warmth	温暖浴衣	溫暖的浴衣	自身がサポーターの時、味方全員の魔法攻撃スキルダメージ+{0}%	While equipped to a Supporter, boosts all allies' magic attack skill damage by {0}%.	自身为支援者时，我方全体的魔法攻击技能伤害+{0}%。	自身為支援者時，我方全體的魔法攻擊技能傷害+{0}%。
626	温もりの下駄	Sandals of Warmth	温暖木屐	溫暖的木屐	得意属性が雷属性の時、全体攻撃から受けるダメージ-{0}%	While equipped to a character with Bolt affinity, reduces damage received from attacks that target all allies by {0}%.	自身属性为雷属性时，来自全体攻击的伤害-{0}%。	自身屬性為雷屬性時，所受全體攻擊傷害-{0}%。
